Sample.id,Continent,type,Ammonium oxidation to nitrate,Nitrogen removal,Nitrate reduction to ammonium,Nitrogen fixation,Mineralization
SRR4289286,Asia,Forest,24.43025185,166.6546054,811.867543,287.6567548,1669.002731
SRR4289287,Asia,Forest,12.22255364,184.7489976,899.7300187,287.9011549,1726.805392
SRR4289288,Asia,Forest,10.52498468,171.8137562,881.4864068,287.2236353,1712.328936
SRR4289289,Asia,Forest,13.20176981,178.0922503,861.9589381,254.6041686,1672.917102
SRR4289290,Asia,Forest,14.18706749,172.7420711,820.3753855,265.1063337,1662.144754
SRR4289291,Asia,Forest,12.02561757,157.181929,811.9116129,256.8706448,1634.2925
SRR4289292,Asia,Forest,12.51595407,156.7183438,827.0674881,262.5138759,1674.90192
SRR5035371,Europe,Forest,24.18267557,109.791884,726.9676424,265.4226382,1504.287765
SRR5127900,Asia,Agricultural land,83.96323887,428.0072483,1197.958796,312.5950235,1657.250578
SRR5133178,Asia,Agricultural land,430.723002,2318.352852,2848.597327,154.2123519,3064.561263
SRR5133179,Asia,Agricultural land,290.9961678,1814.419874,2328.762685,255.2202257,2372.148313
SRR5152881,Asia,Agricultural land,85.37414577,446.1870108,1170.963477,318.4923713,1647.090563
SRR5177928,Asia,Agricultural land,338.397722,2519.152728,2847.74937,702.9207421,1979.985021
SRR5177929,Asia,Agricultural land,488.9363114,2507.621749,2839.104589,222.7246407,2453.350062
SRR5195106,North America,Agricultural land,72.07395632,410.0493963,1043.698378,290.5152138,1710.196446
SRR5195107,North America,Agricultural land,60.98445156,316.8322478,954.8161711,361.6932094,1546.582029
SRR5195108,North America,Forest,60.95155564,306.1477433,931.3552261,169.2504307,1789.335582
SRR5195109,North America,Forest,131.4227707,322.9100108,983.9090859,224.5512685,1558.262708
SRR5195110,North America,Grassland,133.3208234,536.9666395,1199.90055,254.0856509,1676.966322
SRR5195111,North America,Grassland,139.6051002,548.6681008,1232.963762,280.5546928,1758.42181
SRR5195112,Europe,Agricultural land,139.8620575,604.7913544,1312.008026,252.928741,1809.541751
SRR5195114,Europe,Agricultural land,119.3463375,559.9027366,1527.346031,263.5424508,2083.703242
SRR5195115,Europe,Agricultural land,93.81428776,445.8599212,1075.026276,281.8790879,1758.026024
SRR5195116,Africa,Agricultural land,69.76204381,358.9135594,1090.087971,271.1369029,1741.33435
SRR5195117,Africa,Agricultural land,46.63472529,268.0912704,1169.772186,235.4912466,1939.309881
SRR5195118,Africa,Forest,61.35392131,401.5728378,1174.378017,275.1314379,1806.488587
SRR5195119,Europe,Agricultural land,89.84340389,451.1436515,1228.415036,346.2536088,1767.678493
SRR5195121,Europe,Agricultural land,80.61266019,458.3978024,1151.605655,269.3437306,1702.659723
SRR5195123,Europe,Agricultural land,84.23086399,468.9007,1068.640583,292.2622103,1619.517738
SRR5195124,Europe,Agricultural land,52.57219792,296.061009,1048.277588,334.5078349,1657.918825
SRR5195126,Africa,Agricultural land,46.32767438,290.5863682,938.4581859,189.5381067,1228.834642
SRR5195127,Africa,Agricultural land,76.56411505,338.4201591,962.2105478,251.8739954,1670.552937
SRR5195129,Africa,Forest,95.61618792,368.2084221,1021.968484,237.5670553,1695.892328
SRR5195131,Asia,Agricultural land,134.1025949,531.3754135,1337.346714,224.2532295,1757.58371
SRR5195132,Asia,Agricultural land,106.8166457,544.1569533,1273.990857,272.2064529,1817.478295
SRR5195133,Asia,Agricultural land,85.35876163,424.4205257,1600.540825,213.6410134,2194.060499
SRR5195135,Asia,Agricultural land,190.9916729,590.9916459,1416.509188,188.0426368,1679.407508
SRR5195136,Asia,Agricultural land,215.8562012,610.141042,1347.879947,236.010962,1701.189954
SRR5195137,South America,Forest,52.38316506,318.0690622,1278.208927,212.3668143,1910.32341
SRR5195138,South America,Forest,59.43650617,315.3166222,1085.131282,265.2238473,1779.750366
SRR5195139,South America,Forest,46.68218543,239.0693165,1161.359329,251.7240595,1820.646841
SRR5195140,South America,Forest,65.86107072,251.7157153,1026.381083,279.7488725,1791.66933
SRR5195141,South America,Forest,44.38442434,284.677242,1164.548493,198.8157949,1815.153538
SRR5195142,South America,Forest,44.05336169,243.0047959,904.8431448,220.1229256,1686.066192
SRR5195143,Australia,Agricultural land,85.67284328,423.6427481,1159.558735,305.9177687,1766.438988
SRR5195144,Australia,Agricultural land,63.05889911,316.3227256,971.0999343,276.8951299,1691.106391
SRR5195145,Australia,Grassland,81.92918129,522.2863236,1394.993341,312.9675098,1944.242302
SRR5195146,Australia,Grassland,92.97332029,534.0529292,1305.482616,304.2395221,1820.957798
SRR5195147,Australia,Agricultural land,49.59602476,346.3460147,1237.423428,286.3848189,1985.544721
SRR5195148,Australia,Agricultural land,63.2250579,294.1722609,970.4630993,243.9339635,1426.090811
SRR5204862,North America,Grassland,15.61964634,139.170406,1095.066159,1018.748384,2304.39434
SRR5204863,North America,Grassland,15.38070164,144.7278223,1095.414697,1016.68636,2305.315077
SRR5205085,North America,Grassland,1.823545972,12.95677383,64.93450361,0.155057079,305.7847963
SRR5205807,North America,Grassland,20.39851497,91.18850111,998.8324833,927.8021631,2114.781263
SRR5205809,North America,Grassland,18.1922736,123.6983198,988.780416,942.4791686,2150.158366
SRR5205814,North America,Grassland,13.18348929,116.2972121,1006.01625,934.6713797,2156.251825
SRR5206468,North America,Grassland,34.34235769,135.2553446,1043.477198,920.5616768,2156.629292
SRR5207236,North America,Grassland,15.98540617,93.51416205,1020.633295,876.1373916,2232.130296
SRR5207237,North America,Grassland,17.44661082,114.1099813,990.5382122,909.653465,2155.814105
SRR5207244,North America,Grassland,23.49671149,115.8255856,969.5647104,915.6951468,2096.46575
SRR5207245,North America,Grassland,46.60801375,121.5628367,999.5630534,820.6933974,2103.063631
SRR5207247,North America,Grassland,32.42183021,135.1362641,986.4594862,899.2214203,2106.205646
SRR5207248,North America,Grassland,17.34074517,97.87633424,1005.434657,943.8934235,2162.568013
SRR5207249,North America,Grassland,32.78533516,118.7707884,969.4069779,882.2209881,2102.333188
SRR5207253,North America,Grassland,19.42251922,105.3574208,1002.276632,948.6791937,2169.564912
SRR5207302,North America,Grassland,18.22791731,89.76785036,1021.891362,941.3881341,2226.626376
SRR5207342,North America,Forest,62.36918072,338.8066498,1053.742418,291.9610426,1718.050274
SRR5207344,North America,Forest,64.29281369,328.6156019,1011.188322,290.5076913,1676.089496
SRR5207564,North America,Forest,70.39142644,413.4060001,1117.028459,311.0270723,1719.936861
SRR5207565,North America,Forest,65.21169729,337.8269621,978.7511051,273.564036,1656.833264
SRR5207566,North America,Forest,66.80982997,374.1027669,1069.309568,314.4952472,1704.579144
SRR5207569,North America,Forest,66.54135022,371.9436422,1063.181073,320.6434115,1706.454733
SRR5207629,North America,Forest,44.73813748,295.0985393,1036.711636,276.8865186,1748.050194
SRR5208282,North America,Forest,37.78436769,155.9134858,708.1366553,405.3600046,1358.551968
SRR5208283,North America,Forest,41.07899293,174.9510336,781.7710855,444.4039057,1421.611003
SRR5208337,North America,Forest,50.01613012,188.2893176,794.2666658,440.153998,1448.545945
SRR5209019,North America,Agricultural land,131.9399918,977.8732871,2025.106495,46.46860795,1874.185086
SRR5209020,North America,Agricultural land,107.8281534,829.1559215,1877.822306,72.63851919,2485.916964
SRR5209021,North America,Agricultural land,160.2362762,1152.658326,2101.963508,73.61745103,2873.366733
SRR5209022,North America,Agricultural land,146.7061908,976.847895,2308.165963,39.13186993,2569.617171
SRR5209023,North America,Agricultural land,136.170133,970.141117,1763.951607,44.9313132,2552.118835
SRR5209025,North America,Agricultural land,92.14629107,669.3994488,1747.411713,58.07099514,2481.092406
SRR5209026,North America,Agricultural land,130.8788394,998.8219474,2034.560862,91.40550151,2671.773548
SRR5209027,North America,Agricultural land,102.6278311,898.5405344,1571.176628,54.86479271,1979.242143
SRR5209028,North America,Agricultural land,19.13626121,103.234543,1236.168102,270.9432935,1585.682045
SRR5209029,North America,Agricultural land,132.4067112,749.0721663,1256.299604,266.987749,1899.503266
SRR5209942,North America,Wetland,68.15190466,412.7223641,1523.759639,501.9183374,2109.677984
SRR5209943,North America,Wetland,67.94342913,431.8349252,1476.995482,412.3975021,2009.122902
SRR5209944,North America,Wetland,58.49333179,406.9600928,1357.424328,419.3875736,1979.824847
SRR5209945,North America,Wetland,68.04286583,364.7594267,1282.873328,388.391654,1782.907482
SRR5209946,North America,Wetland,63.73365241,457.8180997,1543.028367,513.1969223,2185.181247
SRR5210208,North America,Wetland,69.78717623,385.932608,1420.523941,479.544498,1946.056417
SRR5210210,North America,Wetland,69.88380445,399.2077863,1290.439717,414.6706631,1769.635116
SRR5210212,North America,Wetland,139.425375,493.5842834,1144.140713,257.5965753,1574.07545
SRR5210213,North America,Wetland,145.1770001,771.9945662,1378.823867,153.307391,1605.897872
SRR5210214,North America,Wetland,110.1043989,526.3574526,1313.550294,424.4065783,1849.884718
SRR5210466,North America,Wetland,151.2367092,470.7240239,1479.173723,267.137014,1725.959244
SRR5210468,North America,Wetland,129.2466016,408.3229628,1380.095278,284.3988371,1626.580007
SRR5210469,North America,Wetland,149.3409902,429.9117072,1420.039274,271.9202566,1657.738413
SRR5210470,North America,Wetland,139.0296397,575.6122589,1338.117562,390.2381418,1765.134374
SRR5213075,North America,Grassland,15.44093422,147.4950754,760.4510632,243.9321052,1559.598854
SRR5213076,North America,Grassland,14.26794752,119.5702392,763.8628328,258.4744562,1564.553107
SRR5213078,North America,Grassland,12.65774458,124.4714099,753.1095629,255.0720911,1517.527013
SRR5213079,North America,Grassland,14.99179988,119.8203459,757.7228551,257.9608818,1529.646597
SRR5213080,North America,Grassland,20.31649452,108.2356331,739.782087,266.1656517,1515.619309
SRR5213082,North America,Grassland,12.0322019,101.1992731,739.0520329,248.6392788,1536.634219
SRR5213083,North America,Grassland,19.37219344,141.7787211,752.4626742,260.3229001,1546.188441
SRR5213592,North America,Grassland,18.94681847,124.6579696,693.5039688,218.2162199,1500.162576
SRR5213593,North America,Grassland,31.9934813,142.0907728,708.5421613,264.0481008,1510.644078
SRR5213594,North America,Grassland,38.53865768,154.0842447,660.5370482,241.8573061,1518.039842
SRR5213595,North America,Grassland,13.7267513,123.462127,753.9258723,246.8021678,1522.564913
SRR5213596,North America,Grassland,21.10635969,133.0275422,715.270769,243.6616667,1536.893362
SRR5213597,North America,Grassland,13.71692083,104.8236735,669.115109,245.7717572,1461.148797
SRR5214707,Europe,Wetland,117.557388,307.8010199,991.4915481,361.7236637,1562.742976
SRR5214708,Europe,Wetland,110.4454269,268.23472,1013.749243,383.0220474,1643.170554
SRR5215216,North America,Wetland,73.93470898,256.0038794,888.0707552,319.5120455,1529.766107
SRR5215217,North America,Wetland,68.87884231,256.1848993,992.5141288,370.0902936,1627.432311
SRR5215218,North America,Wetland,37.65957223,214.9223864,984.175895,375.1863454,1624.34264
SRR5215467,North America,Forest,68.65296679,365.6174358,907.679482,282.4799246,1474.931112
SRR5215468,North America,Forest,60.62249627,377.4204559,978.5739612,310.4583381,1526.925914
SRR5215469,North America,Forest,76.99180398,290.4164627,924.9689861,258.2658087,1407.111617
SRR5215470,North America,Forest,58.18101208,363.7740736,960.8542197,307.7043911,1546.3902
SRR5215471,North America,Forest,77.79317949,387.7450698,954.6346746,299.6071593,1469.121369
SRR5215472,North America,Forest,86.36989715,354.2881759,997.4887603,269.5220847,1473.358868
SRR5215473,North America,Forest,56.11188684,398.135968,929.5344422,306.4772403,1522.602435
SRR5215474,North America,Forest,56.81739318,359.3348228,918.7259208,274.0991024,1542.818611
SRR5215475,North America,Forest,60.11592602,371.0586285,874.2544758,246.2579668,1509.390425
SRR5215510,North America,Forest,54.53118178,406.0790644,874.9032855,290.8452419,1485.010644
SRR5215545,North America,Forest,88.25297663,341.1618778,982.8209048,254.7929422,1446.870324
SRR5215813,North America,Forest,53.83742322,372.9369413,863.1715583,280.7968569,1489.19514
SRR5215831,North America,Forest,82.35044528,401.1936815,946.1103437,287.563647,1473.875761
SRR5216110,North America,Grassland,13.26107795,124.0503275,724.1428689,242.8929775,1510.902526
SRR5216117,North America,Grassland,24.10401324,133.7639823,678.4083163,245.3271259,1429.224407
SRR5246127,North America,Forest,12.52764896,82.5449308,720.9959136,180.2161272,1477.087501
SRR5246500,North America,Forest,12.52764896,82.5449308,720.9959136,180.2161272,1477.087501
SRR5256712,North America,Grassland,57.3506663,120.0795886,966.7533733,829.3058983,2184.0591
SRR5256714,North America,Grassland,12.29542402,93.34620419,1001.00385,924.2288415,2204.59729
SRR5256884,North America,Grassland,14.65743519,97.63359549,1030.398933,853.1000669,2135.154421
SRR5256885,North America,Grassland,18.05585256,107.8811568,1031.565648,887.5221319,2205.208192
SRR5256886,North America,Grassland,15.62101994,96.99656974,992.0699072,833.6874234,2124.590272
SRR5258705,North America,Grassland,3.782315052,99.02637535,1034.565784,775.242836,2195.342807
SRR5258706,North America,Grassland,2.36394786,86.45799959,948.9119688,794.2900843,2199.638022
SRR5258707,North America,Grassland,2.615796145,70.74673325,1045.331609,721.3330278,2129.587452
SRR5258708,North America,Grassland,1.945128736,73.00389202,939.5523779,595.0969847,1894.162035
SRR5259839,North America,Agricultural land,201.4971364,681.1414193,1432.768948,283.6832762,1567.987884
SRR5260221,North America,Grassland,1.780268175,71.95061709,998.660647,715.9709559,2103.939905
SRR5260370,North America,Grassland,3.999415688,76.88636701,884.877183,599.0666609,1846.612597
SRR5262244,North America,Forest,50.71325068,388.0524331,894.5814533,290.2133526,1531.03121
SRR5262245,North America,Forest,56.5282295,384.3858191,1121.934139,1200.7856,1867.522238
SRR5262246,North America,Forest,57.87841555,412.1752976,990.5545608,621.8514376,1859.358343
SRR5262247,North America,Forest,52.70895203,455.1043166,904.4040203,298.9381217,1505.030819
SRR5262248,North America,Forest,59.05105897,360.3800734,1114.522716,1043.436732,1861.992132
SRR5262249,North America,Forest,60.33867181,365.9266354,1022.351423,787.8720122,1851.765344
SRR5262250,North America,Forest,56.58497861,375.673266,907.5413676,312.6511916,1510.878857
SRR5262251,Asia,Forest,64.20248811,340.0964931,1083.555591,1103.115511,1782.268794
SRR5262252,North America,Forest,68.96522953,395.8043807,962.4713898,305.0242001,1505.91638
SRR5262254,North America,Forest,80.4958651,400.0487597,1175.950723,1057.270089,1822.845592
SRR5269546,North America,Agricultural land,92.06150865,467.9306085,1046.256159,308.2466812,1617.460347
SRR5271154,North America,Forest,1.986733392,36.27520629,517.0484646,192.2596881,1243.397251
SRR5271155,North America,Forest,2.095856548,38.27348441,528.4745497,195.4122232,1225.95978
SRR5271156,North America,Forest,1.697679444,31.18807065,538.1774844,192.5816431,1223.704924
SRR5271157,North America,Forest,55.92173666,152.6198048,728.6958252,364.7977563,1404.718532
SRR5271163,North America,Forest,2.235269359,38.84835169,591.5561759,209.311115,1293.595666
SRR5271165,North America,Forest,25.04067351,109.0014291,800.1610218,365.9164193,1476.464834
SRR5271166,North America,Forest,32.05930985,131.3259358,813.561137,351.11331,1512.381461
SRR5271167,North America,Forest,14.96768905,83.29181535,660.7089765,265.5174082,1366.062463
SRR5271168,North America,Forest,2.452270687,36.64261162,605.2116751,213.6029951,1304.113978
SRR5271169,North America,Forest,16.59302063,91.91709573,676.6742154,278.0129665,1384.515567
SRR5271170,North America,Forest,2.105229944,39.17090962,552.7224751,208.8523463,1265.281239
SRR5271193,North America,Agricultural land,29.57003795,170.1101595,767.3182951,281.3390193,1475.829919
SRR5272069,North America,Agricultural land,59.89847713,372.3548077,963.0060768,293.2175269,1622.75002
SRR5272126,North America,Agricultural land,55.16924626,347.8344882,965.6749251,287.5079305,1650.752125
SRR5272127,North America,Agricultural land,53.08492063,335.6440536,861.5019624,288.2236992,1509.26725
SRR5272128,North America,Agricultural land,49.60380945,317.9080477,853.8270751,269.4744928,1539.44879
SRR5272129,North America,Agricultural land,78.3860789,388.5681254,1007.042835,306.7432255,1638.861118
SRR5272154,North America,Agricultural land,50.17104915,323.4792833,964.6377141,300.1414262,1656.825057
SRR5272155,North America,Agricultural land,47.79554739,321.3135836,882.8981343,305.2606205,1585.999466
SRR5272156,North America,Agricultural land,73.24308554,346.8662321,957.9155108,286.9199494,1582.218206
SRR5272157,North America,Agricultural land,63.05497069,370.3078097,896.1030551,283.852709,1492.913517
SRR5272158,North America,Agricultural land,57.69101496,359.3182178,1036.188218,321.7611538,1680.230661
SRR5272159,North America,Agricultural land,58.28556499,310.4473675,876.5031618,278.0983738,1563.86345
SRR5272160,North America,Agricultural land,57.13160289,299.9698252,912.2041263,281.6545714,1622.657515
SRR5272161,North America,Agricultural land,60.18863742,326.5848757,921.7524597,309.4533259,1625.485306
SRR5272166,North America,Agricultural land,69.42239691,389.27905,927.709252,283.2763145,1527.707321
SRR5272167,North America,Agricultural land,46.42247812,281.7876262,928.0654079,306.3882999,1664.797709
SRR5272168,North America,Agricultural land,67.32980881,350.8021709,1001.059528,318.5738835,1650.650365
SRR5272169,North America,Agricultural land,66.33839442,377.9504668,946.8609373,295.6100307,1555.229945
SRR5272171,North America,Agricultural land,66.45790582,399.8738559,1139.590155,333.351842,1683.668929
SRR5272184,North America,Agricultural land,71.23717511,406.0749098,1061.894432,333.788571,1609.011827
SRR5277367,North America,Forest,1.717337296,33.03169961,563.6426053,198.1466893,1261.794263
SRR5428010,North America,Forest,14.22054152,86.54002911,559.79281,233.501884,1369.781484
SRR5428012,North America,Forest,18.01609291,114.955794,660.1982551,211.3816064,1458.96941
SRR5428114,North America,Forest,25.89816484,169.0437322,759.035428,155.8707046,1617.663189
SRR5436189,North America,Grassland,16.70085355,147.5381636,1046.810968,961.5104937,2205.295344
SRR5436305,North America,Grassland,14.7330857,115.8072986,1123.666775,997.9880371,2233.796144
SRR5436309,North America,Grassland,27.44790582,129.0918106,1078.797601,1001.48018,2273.016491
SRR5436853,North America,Grassland,20.74039028,119.6722875,1050.653012,942.1203586,2218.105193
SRR5437016,North America,Grassland,24.19932042,97.58413762,969.5084085,900.9113374,2049.756241
SRR5437588,North America,Grassland,18.11004611,93.75553422,1042.767966,1018.005544,2261.913874
SRR5437660,North America,Grassland,23.30100914,112.5829522,1088.783,1018.14635,2243.398121
SRR5437762,North America,Grassland,13.58731218,121.5686106,982.5472795,945.5970383,2110.416986
SRR5437763,North America,Grassland,16.55256574,116.7505598,1123.914449,1029.421412,2302.837692
SRR5437764,North America,Grassland,17.84406164,127.4782325,1129.48553,1041.034291,2313.439257
SRR5437773,North America,Grassland,23.80320409,124.6263418,996.7327548,958.9133271,2177.2408
SRR5437867,North America,Grassland,52.35463089,138.2376564,1001.476164,938.476249,2157.225132
SRR5437868,North America,Grassland,16.82815913,109.4588214,990.1482323,925.9412869,2117.5914
SRR5437870,North America,Grassland,31.67298062,104.9300961,968.3461029,945.4200595,2113.924766
SRR5437879,North America,Grassland,32.39012619,110.277385,1031.37518,832.2139892,2149.316712
SRR5437899,North America,Grassland,42.7138829,122.1688604,957.6044521,638.950646,2262.913427
SRR5438034,North America,Grassland,23.88564823,140.4298243,1050.073935,972.2945477,2226.21951
SRR5438045,North America,Grassland,11.73948689,125.7196514,1008.454461,884.9167058,2070.105071
SRR5438046,North America,Grassland,17.85143452,139.4444841,1015.152032,889.0969746,2151.871963
SRR5438067,North America,Grassland,15.96044284,112.9230042,1088.872844,1038.686172,2340.032493
SRR5438093,North America,Grassland,39.17203606,142.184141,1057.515527,985.4050024,2332.927647
SRR5438094,North America,Grassland,25.14607924,121.2910431,1076.884046,991.6634157,2326.07549
SRR5438105,North America,Grassland,17.66441529,106.0752635,1024.010398,985.1696916,2274.181537
SRR5438128,North America,Grassland,27.45723666,116.4868926,1066.329696,1017.419094,2259.18006
SRR5438132,North America,Grassland,25.61518056,106.2814883,1037.696177,989.9596273,2266.984567
SRR5438270,North America,Grassland,16.27764005,100.4628741,1089.565091,1033.250407,2310.354407
SRR5438309,North America,Grassland,27.0973985,103.0204571,1065.816228,950.2943595,2308.228578
SRR5438445,North America,Grassland,38.26122814,116.8557854,1110.147173,958.7681158,2342.983158
SRR5438477,North America,Grassland,14.73049587,118.8779351,1058.077879,1036.925456,2287.224424
SRR5438552,North America,Grassland,19.88987549,114.2973022,1022.241306,977.2504875,2192.27516
SRR5438874,North America,Grassland,16.41369331,98.90508168,1019.573769,1000.747417,2223.555098
SRR5438876,North America,Grassland,21.87129453,116.3271514,1038.510498,1036.573405,2210.072113
SRR5439155,North America,Grassland,20.47987542,107.5390116,1010.35655,915.2474686,2273.72646
SRR5439720,North America,Grassland,37.05293638,116.3889394,1013.479788,975.5765077,2264.73354
SRR5450873,North America,Forest,44.90157978,290.8870364,1031.243746,273.6440199,1730.91986
SRR5467141,North America,Forest,10.92251925,64.65597017,600.9399007,182.4847252,1506.948616
SRR5467142,North America,Forest,8.782839779,114.0414011,601.9012714,185.1786524,1515.381985
SRR5468416,North America,Wetland,78.26353957,492.0419538,1465.917677,455.2158456,2007.987502
SRR5468417,North America,Wetland,129.6620868,539.9497063,1079.366478,273.9362475,1637.183829
SRR5468419,North America,Wetland,43.68933194,255.702953,1212.039131,432.5808486,1743.292945
SRR5499425,North America,Forest,56.58497861,375.673266,907.5413676,312.6511916,1510.878857
SRR5499426,North America,Forest,52.70895203,455.1043166,904.4040203,298.9381217,1505.030819
SRR5499427,North America,Forest,68.96522953,395.8043807,962.4713898,305.0242001,1505.91638
SRR5499433,North America,Forest,50.71325068,388.0524331,894.5814533,290.2133526,1531.03121
SRR5512132,Asia,Agricultural land,99.64951832,464.2453091,1166.272187,335.6965558,1551.697653
SRR5512133,Asia,Agricultural land,115.0272742,470.1147443,1303.603787,361.2633692,1622.667841
SRR5512136,Asia,Agricultural land,116.284534,358.1181288,1169.396164,373.0744751,1642.616174
SRR5512137,Asia,Agricultural land,121.5488168,395.2200987,1233.430455,371.4416689,1706.044628
SRR5512138,Asia,Agricultural land,142.3953716,656.5510239,1433.032168,403.364132,1651.356081
SRR5512139,Asia,Agricultural land,177.9527228,760.77022,1644.117047,409.6661333,1788.63425
SRR5512140,Asia,Agricultural land,159.0216809,531.838745,1292.385089,303.1414654,1566.383543
SRR5512141,Asia,Agricultural land,185.9348814,612.2098333,1383.851941,320.9507379,1596.286817
SRR5512145,Asia,Agricultural land,164.0836027,710.3028296,1432.959374,426.9158049,1747.627264
SRR5582390,North America,Agricultural land,65.26578625,418.4464141,1067.578631,340.9614824,1584.928873
SRR5582436,North America,Agricultural land,60.50979942,385.0970741,944.9318047,321.4033944,1532.773134
SRR5633581,Asia,Grassland,37.74559654,84.18339038,311.9668206,59.11737526,647.6780807
SRR5633591,Asia,Grassland,40.93418429,96.12352072,313.0900521,59.28477188,634.2321726
SRR5633600,Asia,Grassland,43.15589492,102.0171129,263.7389785,21.83398036,497.6393082
SRR5639170,Asia,Agricultural land,167.9766001,788.7528477,1385.355726,299.6724803,1816.688423
SRR5678805,North America,Agricultural land,56.64357383,189.9338806,965.3426811,216.2934664,1331.478909
SRR5678806,North America,Agricultural land,52.33643501,184.4553336,893.9541634,185.1323506,1232.778072
SRR5678807,North America,Agricultural land,59.34655088,189.2203319,801.9042997,157.6203317,1198.787942
SRR5678808,North America,Agricultural land,56.85718283,187.7369054,973.1661332,216.8265996,1328.092123
SRR5678809,North America,Agricultural land,62.21330377,392.0271851,874.0229498,255.3692773,1448.480965
SRR5678810,North America,Agricultural land,61.35375186,388.8099338,880.8016034,253.3071367,1445.19589
SRR5678811,North America,Agricultural land,50.77991237,195.7068872,1005.456921,220.1310521,1343.812227
SRR5678812,North America,Agricultural land,50.36636778,197.3639379,1012.019091,214.2684525,1330.643666
SRR5678813,North America,Agricultural land,58.18101107,364.9779221,774.1970467,207.9418421,1297.332889
SRR5678814,North America,Agricultural land,56.30090529,388.6090916,812.0660849,210.9226601,1320.432163
SRR5678815,North America,Agricultural land,59.45303861,421.2603035,912.1645108,257.4682421,1476.557559
SRR5678816,North America,Agricultural land,59.2934309,408.4680992,911.4915036,254.4826014,1470.15229
SRR5687767,North America,Agricultural land,30.01288133,255.0808213,1043.686119,1105.680336,1880.463411
SRR5687768,North America,Agricultural land,50.64799656,273.3365608,1079.73197,1043.168734,1869.20775
SRR5688500,North America,Agricultural land,45.21154707,281.7722011,1092.543708,969.183709,1858.248177
SRR5688572,North America,Agricultural land,31.56205966,298.1313958,1107.344784,1028.583872,1891.187798
SRR5689334,North America,Agricultural land,51.96601406,271.8803864,1178.315401,847.4555992,2033.9485
SRR5690242,North America,Agricultural land,69.31424553,299.1943299,1244.190044,814.7118366,2015.463647
SRR5690348,North America,Agricultural land,64.53283623,293.6121142,1204.060825,740.5592166,1993.8317
SRR5690349,North America,Agricultural land,56.91757756,294.8610078,1287.320193,878.1623518,2080.091565
SRR5690554,North America,Agricultural land,73.40453612,1325.612602,1351.79945,419.6809838,2145.879137
SRR5690606,North America,Agricultural land,88.25159365,893.6346621,1690.995478,482.6498035,2173.632252
SRR5690625,North America,Agricultural land,162.2322968,971.419039,1918.038503,576.638917,1683.767616
SRR5699024,North America,Agricultural land,219.2318093,892.3133117,2150.142242,666.6256118,2114.605402
SRR5712664,North America,Forest,4.930643778,88.45359588,658.9369536,177.2322613,1558.739392
SRR5712671,North America,Forest,2.900913172,85.25155814,722.0906662,191.6736062,1601.268757
SRR5712672,North America,Forest,2.073744317,70.53316478,734.5155181,160.3690116,1548.561284
SRR5712675,North America,Forest,2.814909228,71.68160277,760.4363929,182.9205869,1615.491618
SRR5712691,North America,Forest,13.39310586,128.2763238,680.9334204,245.5900488,1502.967306
SRR5713101,North America,Forest,15.89049199,114.3042578,650.6634325,231.1050045,1436.175554
SRR5713226,North America,Forest,15.13152963,92.54843777,648.7364063,235.7780468,1429.748326
SRR5829540,Europe,Forest,92.0482288,239.3788332,1012.289198,369.0745729,1568.691407
SRR5829542,Europe,Forest,109.0364132,253.3069272,978.0375296,400.0817409,1684.266344
SRR5829543,Europe,Forest,85.81786632,228.1839752,1067.765788,377.928811,1600.945825
SRR5829544,Europe,Forest,95.36603239,246.3417824,965.4459563,371.0702718,1493.01615
SRR5829545,Europe,Forest,100.1000834,260.9706172,1042.71481,367.3889485,1630.600131
SRR5829546,Europe,Forest,91.66586184,246.9918538,1037.047396,368.1638198,1620.664332
SRR5829547,Europe,Forest,101.0359786,271.0408053,963.9505242,384.9254576,1509.945078
SRR5829548,Europe,Forest,112.633624,300.5751634,963.9228263,376.7434362,1558.159776
SRR5829549,Europe,Forest,86.71241332,226.0965493,959.9979989,341.343834,1409.953833
SRR5829550,Europe,Forest,107.9963511,273.3695032,945.2775993,363.6497836,1503.865179
SRR5881195,North America,Grassland,18.36696735,138.4701879,776.3016427,285.2255396,1584.884364
SRR5881227,North America,Grassland,14.64040357,109.7577741,801.3151102,283.562018,1606.721268
SRR5881275,North America,Grassland,14.83250735,112.4615571,789.1906894,286.1817519,1609.185279
SRR5881293,North America,Grassland,23.74776373,139.6948611,719.6733544,256.5374772,1532.242469
SRR5881296,North America,Grassland,32.42713709,147.4599623,688.345552,258.204048,1522.336622
SRR5881392,North America,Grassland,13.8744953,129.369744,766.0722164,265.2763183,1566.46441
SRR5881394,North America,Grassland,13.28160703,137.7422399,785.4918145,256.7055138,1563.790493
SRR5881396,North America,Grassland,27.36966402,146.7354427,716.1745134,277.368269,1560.741457
SRR5881397,North America,Grassland,29.05648513,138.7592281,752.9138796,282.34862,1580.694984
SRR5881398,North America,Grassland,13.75364177,114.4601567,761.0256191,269.7863905,1553.228238
SRR5881409,North America,Grassland,29.81367258,133.1782006,744.7150431,264.4838248,1542.666402
SRR5881628,North America,Grassland,32.37685256,145.7950179,755.1583954,263.0666335,1558.737111
SRR5882672,North America,Forest,3.835594842,95.66077465,729.1616274,212.9362695,1615.970586
SRR5882724,North America,Forest,2.503693208,85.55943335,732.9433584,208.8186539,1530.194534
